abbreva,ccode,year,regiona,countryname,ccyr,IMRSOURCE,IMR,numstate,w
HAI,41,1988,5,haiti,411988,4,111.5500031,161,0
HAI,41,1989,5,haiti,411989,4,108.4499969,161,0
HAI,41,1990,5,haiti,411990,4,105.4400024,165,0.5
HAI,41,1991,5,haiti,411991,4,102.0899963,177,0
HAI,41,1992,5,haiti,411992,4,98.86000061,181,0
HAI,41,1993,5,haiti,411993,4,95.70999908,186,0
HAI,41,1994,5,haiti,411994,4,92.66999817,187,0.75
HAI,41,1995,5,haiti,411995,4,89.72000122,187,0.75
HAI,41,1996,5,haiti,411996,15,87.90000153,187,0.75
HAI,41,1997,5,haiti,411997,15,86.19999695,187,0.75
HAI,41,1998,5,haiti,411998,15,84.5,187,0.75
HAI,41,1999,5,haiti,411999,15,82.80000305,190,0.25
HAI,41,2000,5,haiti,412000,15,81.09999847,191,
HAI,41,2001,5,haiti,412001,15,79.40000153,191,
HAI,41,2002,5,haiti,412002,15,77.69999695,192,
DOM,42,1894,5,dominican republic,421894,,,39,0.5
DOM,42,1895,5,dominican republic,421895,,,39,0.5
DOM,42,1896,5,dominican republic,421896,,,39,0.5
DOM,42,1897,5,dominican republic,421897,,,39,0.5
DOM,42,1898,5,dominican republic,421898,,,40,0.5
DOM,42,1899,5,dominican republic,421899,,,41,0.5
DOM,42,1900,5,dominican republic,421900,,,42,0.5
DOM,42,1901,5,dominican republic,421901,,,42,0.5
DOM,42,1902,5,dominican republic,421902,,,43,0.5
DOM,42,1903,5,dominican republic,421903,,,43,0.5
DOM,42,1904,5,dominican republic,421904,,,43,0.5
DOM,42,1905,5,dominican republic,421905,,,44,0.5
DOM,42,1906,5,dominican republic,421906,,,43,0.5
DOM,42,1907,5,dominican republic,421907,,,42,0.5
DOM,42,1908,5,dominican republic,421908,,,43,0.5
DOM,42,1909,5,dominican republic,421909,,,44,0.5
DOM,42,1910,5,dominican republic,421910,,,44,0.5
DOM,42,1911,5,dominican republic,421911,,,44,0.5
DOM,42,1912,5,dominican republic,421912,,,43,0.5
DOM,42,1913,5,dominican republic,421913,,,43,0.5
DOM,42,1914,5,dominican republic,421914,,,44,0
DOM,42,1915,5,dominican republic,421915,,,44,0
DOM,42,1916,5,dominican republic,421916,,,43,0
DOM,42,1924,5,dominican republic,421924,,,62,0.25
DOM,42,1925,5,dominican republic,421925,,,62,0.5
DOM,42,1926,5,dominican republic,421926,,,63,0.5
DOM,42,1927,5,dominican republic,421927,,,64,0.5
DOM,42,1928,5,dominican republic,421928,,,64,0.5
DOM,42,1929,5,dominican republic,421929,,,64,0.5
DOM,42,1930,5,dominican republic,421930,,,64,0.25
DOM,42,1931,5,dominican republic,421931,,,64,0.25
DOM,42,1932,5,dominican republic,421932,,,65,0.5
DOM,42,1933,5,dominican republic,421933,,,65,0.5
DOM,42,1934,5,dominican republic,421934,,,66,0.5
DOM,42,1935,5,dominican republic,421935,,,66,0.5
DOM,42,1936,5,dominican republic,421936,11,48.09999847,66,0.5
DOM,42,1937,5,dominican republic,421937,11,47.20000076,66,0.5
DOM,42,1938,5,dominican republic,421938,11,49.79999924,66,0.25
DOM,42,1939,5,dominican republic,421939,11,49.70000076,65,0.25
DOM,42,1940,5,dominican republic,421940,11,61.29999924,62,0.25
DOM,42,1941,5,dominican republic,421941,11,59.79999924,55,0.25
DOM,42,1942,5,dominican republic,421942,11,51.79999924,53,0.25
DOM,42,1943,5,dominican republic,421943,11,72.5,52,0.25
DOM,42,1944,5,dominican republic,421944,11,108.5999985,58,0.25
DOM,42,1945,5,dominican republic,421945,11,90.09999847,64,0.25
DOM,42,1946,5,dominican republic,421946,11,89.40000153,66,0.5
DOM,42,1947,5,dominican republic,421947,11,98.90000153,68,0.5
DOM,42,1948,5,dominican republic,421948,11,81.30000305,72,0.5
DOM,42,1949,5,dominican republic,421949,11,80.90000153,75,0.5
DOM,42,1950,5,dominican republic,421950,5.099999905,87.69999695,75,0.5
DOM,42,1951,5,dominican republic,421951,5.099999905,95,76,0.5
DOM,42,1952,5,dominican republic,421952,5.099999905,79,77,0.5
DOM,42,1953,5,dominican republic,421953,5.099999905,74,79,0.5
DOM,42,1954,5,dominican republic,421954,5.099999905,68,82,0.5
DOM,42,1955,5,dominican republic,421955,5.099999905,74,84,0.5
DOM,42,1956,5,dominican republic,421956,5.099999905,77,87,0.5
DOM,42,1957,5,dominican republic,421957,5.099999905,74,89,0.5
DOM,42,1958,5,dominican republic,421958,5.099999905,77,90,0.5
DOM,42,1959,5,dominican republic,421959,5.099999905,108,89,0.5
DOM,42,1960,5,dominican republic,421960,9,101,107,0.5
DOM,42,1961,5,dominican republic,421961,6.099999905,102,111,0.25
DOM,42,1962,5,dominican republic,421962,6.099999905,80,117,0.25
DOM,42,1963,5,dominican republic,421963,9,81,119,0.5
DOM,42,1964,5,dominican republic,421964,9,79,122,0.25
DOM,42,1965,5,dominican republic,421965,9,73,125,0.25
DOM,42,1966,5,dominican republic,421966,10,81,129,0.5
DOM,42,1967,5,dominican republic,421967,10,80,130,0.5
DOM,42,1968,5,dominican republic,421968,10,73,133,0.5
DOM,42,1969,5,dominican republic,421969,10,62,133,0.5
DOM,42,1970,5,dominican republic,421970,13,50.09999847,134,0.5
DOM,42,1971,5,dominican republic,421971,13,48.79999924,139,0.5
DOM,42,1972,5,dominican republic,421972,14.10000038,49.20000076,140,0.5
DOM,42,1973,5,dominican republic,421973,4,99.59999847,141,0.5
DOM,42,1974,5,dominican republic,421974,4,97,143,0.5
DOM,42,1975,5,dominican republic,421975,18.10000038,44.59999847,150,0.5
DOM,42,1976,5,dominican republic,421976,18.10000038,43.5,151,0.5
DOM,42,1977,5,dominican republic,421977,19.10000038,84.30000305,152,0.5
DOM,42,1978,5,dominican republic,421978,4,88.59999847,154,0.75
DOM,42,1979,5,dominican republic,421979,19.10000038,84.30000305,156,0.75
DOM,42,1980,5,dominican republic,421980,4,72.16999817,156,0.75
DOM,42,1981,5,dominican republic,421981,4,69.55999756,159,0.75
DOM,42,1982,5,dominican republic,421982,4,67.04000092,159,0.75
DOM,42,1983,5,dominican republic,421983,4,64.62000275,160,0.75
DOM,42,1984,5,dominican republic,421984,4,62.27999878,161,0.75
DOM,42,1985,5,dominican republic,421985,4,60.02000046,161,0.75
DOM,42,1986,5,dominican republic,421986,4,57.90999985,161,0.75
DOM,42,1987,5,dominican republic,421987,4,55.86999893,161,0.75
DOM,42,1988,5,dominican republic,421988,4,53.90000153,161,0.75
DOM,42,1989,5,dominican republic,421989,4,52,161,0.75
DOM,42,1990,5,dominican republic,421990,4,50.15999985,165,0.75
DOM,42,1991,5,dominican republic,421991,4,48.5,177,0.75
DOM,42,1992,5,dominican republic,421992,4,46.95999908,181,0.75
DOM,42,1993,5,dominican republic,421993,4,45.47000122,186,0.75
DOM,42,1994,5,dominican republic,421994,4,44.02999878,187,0.75
DOM,42,1995,5,dominican republic,421995,4,42.63000107,187,0.75
DOM,42,1996,5,dominican republic,421996,15,41.5,187,0.75
DOM,42,1997,5,dominican republic,421997,15,40.29999924,187,0.75
DOM,42,1998,5,dominican republic,421998,15,39.20000076,187,0.75
DOM,42,1999,5,dominican republic,421999,15,38.09999847,190,0.75
DOM,42,2000,5,dominican republic,422000,15,37.09999847,191,
DOM,42,2001,5,dominican republic,422001,15,36.09999847,191,
DOM,42,2002,5,dominican republic,422002,15,35.09999847,192,
JAM,51,1962,5,jamaica,511962,2,50,117,1
JAM,51,1963,5,jamaica,511963,2,50,119,1
JAM,51,1964,5,jamaica,511964,2,40,122,1
JAM,51,1965,5,jamaica,511965,2,39,125,1
JAM,51,1966,5,jamaica,511966,2,35,129,1
JAM,51,1967,5,jamaica,511967,2,30,130,1
JAM,51,1968,5,jamaica,511968,2,35,133,1
JAM,51,1969,5,jamaica,511969,2,33,133,1
JAM,51,1970,5,jamaica,511970,2,32,134,1
JAM,51,1971,5,jamaica,511971,2,27,139,1
JAM,51,1972,5,jamaica,511972,2,31,140,1
JAM,51,1973,5,jamaica,511973,2,26,141,1
JAM,51,1974,5,jamaica,511974,2,26,143,1
JAM,51,1975,5,jamaica,511975,4,23,150,1
JAM,51,1976,5,jamaica,511976,4,20,151,1
JAM,51,1977,5,jamaica,511977,4,15,152,1
JAM,51,1978,5,jamaica,511978,18,16.20000076,154,1
JAM,51,1979,5,jamaica,511979,54.09999847,37,156,1
JAM,51,1980,5,jamaica,511980,54.09999847,30.5,156,1
JAM,51,1981,5,jamaica,511981,54.09999847,30.5,159,1
JAM,51,1982,5,jamaica,511982,4,28.36000061,159,1
JAM,51,1983,5,jamaica,511983,4,12,160,1
JAM,51,1984,5,jamaica,511984,4,13,161,1
JAM,51,1985,5,jamaica,511985,4,25.20999908,161,1
JAM,51,1986,5,jamaica,511986,4,24.36000061,161,1
JAM,51,1987,5,jamaica,511987,4,23.5,161,1
JAM,51,1988,5,jamaica,511988,4,22.62999916,161,1
JAM,51,1989,5,jamaica,511989,4,21.77000046,161,1
JAM,51,1990,5,jamaica,511990,4,20.90999985,165,1
JAM,51,1991,5,jamaica,511991,4,20.20999908,177,1
JAM,51,1992,5,jamaica,511992,4,19.52000046,181,1
JAM,51,1993,5,jamaica,511993,4,18.81999969,186,0.75
JAM,51,1994,5,jamaica,511994,4,18.12000084,187,0.75
JAM,51,1995,5,jamaica,511995,4,17.42000008,187,0.75
JAM,51,1996,5,jamaica,511996,15,16.89999962,187,0.75
JAM,51,1997,5,jamaica,511997,15,16.29999924,187,0.75
JAM,51,1998,5,jamaica,511998,15,15.69999981,187,0.75
JAM,51,1999,5,jamaica,511999,15,15.19999981,190,0.75
JAM,51,2000,5,jamaica,512000,15,14.60000038,191,
JAM,51,2001,5,jamaica,512001,15,14.19999981,191,
JAM,51,2002,5,jamaica,512002,15,13.69999981,192,
TRI,52,1962,5,trinidad and tobago,521962,2,38,117,0.75
TRI,52,1963,5,trinidad and tobago,521963,2,41,119,0.75
TRI,52,1964,5,trinidad and tobago,521964,2,35,122,0.75
TRI,52,1965,5,trinidad and tobago,521965,2,38,125,0.75
TRI,52,1966,5,trinidad and tobago,521966,2,42,129,0.75
TRI,52,1967,5,trinidad and tobago,521967,2,36,130,0.75
TRI,52,1968,5,trinidad and tobago,521968,2,37,133,0.75
TRI,52,1969,5,trinidad and tobago,521969,2,40,133,0.75
TRI,52,1970,5,trinidad and tobago,521970,2,34,134,0.75
TRI,52,1971,5,trinidad and tobago,521971,2,31,139,0.75
TRI,52,1972,5,trinidad and tobago,521972,2,25,140,0.75
TRI,52,1973,5,trinidad and tobago,521973,2,26,141,0.75
TRI,52,1974,5,trinidad and tobago,521974,2,26,143,0.75
TRI,52,1975,5,trinidad and tobago,521975,2,26,150,0.75
TRI,52,1976,5,trinidad and tobago,521976,2,25,151,0.75
TRI,52,1977,5,trinidad and tobago,521977,2,21,152,0.75
TRI,52,1978,5,trinidad and tobago,521978,2,20,154,0.75
TRI,52,1979,5,trinidad and tobago,521979,2,18,156,0.75
TRI,52,1980,5,trinidad and tobago,521980,4,22,156,0.75
TRI,52,1981,5,trinidad and tobago,521981,4,16,159,0.75
TRI,52,1982,5,trinidad and tobago,521982,4,16,159,0.75
TRI,52,1983,5,trinidad and tobago,521983,4,13,160,0.75
TRI,52,1984,5,trinidad and tobago,521984,4,14,161,0.75
TRI,52,1985,5,trinidad and tobago,521985,4,12,161,0.75
TRI,52,1986,5,trinidad and tobago,521986,4,11,161,0.75
TRI,52,1987,5,trinidad and tobago,521987,4,11,161,0.75
TRI,52,1988,5,trinidad and tobago,521988,4,13,161,0.75
TRI,52,1989,5,trinidad and tobago,521989,4,10,161,0.75
TRI,52,1990,5,trinidad and tobago,521990,4,13,165,0.75
TRI,52,1991,5,trinidad and tobago,521991,4,11,177,0.75
TRI,52,1992,5,trinidad and tobago,521992,4,11,181,0.75
TRI,52,1993,5,trinidad and tobago,521993,4,11,186,0.75
TRI,52,1994,5,trinidad and tobago,521994,4,11,187,0.75
TRI,52,1995,5,trinidad and tobago,521995,4,11,187,0.75
TRI,52,1996,5,trinidad and tobago,521996,2,10,187,0.75
TRI,52,1997,5,trinidad and tobago,521997,2,10,187,1
TRI,52,1998,5,trinidad and tobago,521998,2,10,187,1
TRI,52,1999,5,trinidad and tobago,521999,15,27.79999924,190,1
TRI,52,2000,5,trinidad and tobago,522000,15,26,191,
TRI,52,2001,5,trinidad and tobago,522001,15,25.60000038,191,
TRI,52,2002,5,trinidad and tobago,522002,15,25.29999924,192,
BAR,53,1966,5,barbados,531966,2,48,129,0.75
BAR,53,1967,5,barbados,531967,2,54,130,0.75
BAR,53,1968,5,barbados,531968,2,46,133,0.75
BAR,53,1969,5,barbados,531969,2,42,133,0.75
BAR,53,1970,5,barbados,531970,2,46,134,0.75
BAR,53,1971,5,barbados,531971,2,29,139,0.75
BAR,53,1972,5,barbados,531972,2,31,140,0.75
BAR,53,1973,5,barbados,531973,2,38,141,0.75
BAR,53,1974,5,barbados,531974,2,31,143,0.75
BAR,53,1975,5,barbados,531975,2,33,150,0.75
BAR,53,1976,5,barbados,531976,2,28,151,0.75
BAR,53,1977,5,barbados,531977,2,25,152,0.75
BAR,53,1978,5,barbados,531978,2,30,154,0.75
BAR,53,1979,5,barbados,531979,2,25,156,0.75
BAR,53,1980,5,barbados,531980,2,23,156,0.75
BAR,53,1981,5,barbados,531981,2,17,159,0.75
BAR,53,1982,5,barbados,531982,2,24,159,0.75
BAR,53,1983,5,barbados,531983,2,14,160,0.75
BAR,53,1984,5,barbados,531984,2,13,161,0.75
BAR,53,1985,5,barbados,531985,2,8,161,0.75
BAR,53,1986,5,barbados,531986,2,10,161,0.75
BAR,53,1987,5,barbados,531987,2,16,161,0.75
BAR,53,1988,5,barbados,531988,2,15,161,0.75
BAR,53,1989,5,barbados,531989,2,9,161,0.75
BAR,53,1990,5,barbados,531990,4,13,165,0.75
BAR,53,1991,5,barbados,531991,4,10,177,0.75
BAR,53,1992,5,barbados,531992,4,9,181,0.75
BAR,53,1993,5,barbados,531993,4,10,186,0.75
BAR,53,1994,5,barbados,531994,4,8.020000458,187,0.75
BAR,53,1995,5,barbados,531995,4,8,187,0.75
BAR,53,1996,5,barbados,531996,2,10,187,0.75
BAR,53,1997,5,barbados,531997,2,12,187,0.75
BAR,53,1998,5,barbados,531998,2,9,187,0.75
BAR,53,1999,5,barbados,531999,15,13.30000019,190,0.75
BAR,53,2000,5,barbados,532000,15,13.10000038,191,
BAR,53,2001,5,barbados,532001,15,12.89999962,191,
BAR,53,2002,5,barbados,532002,15,12.80000019,192,
DMA,54,1978,5,dominica,541978,4,19.60000038,154,0.75
DMA,54,1979,5,dominica,541979,,,156,0.75
DMA,54,1980,5,dominica,541980,,,156,0.75
DMA,54,1981,5,dominica,541981,,,159,0.75
DMA,54,1982,5,dominica,541982,,,159,0.75
DMA,54,1983,5,dominica,541983,,,160,0.75
DMA,54,1984,5,dominica,541984,,,161,0.75
DMA,54,1985,5,dominica,541985,4,14.77000046,161,0.75
DMA,54,1986,5,dominica,541986,4,14.97000027,161,0.75
DMA,54,1987,5,dominica,541987,4,14.11999989,161,0.75
DMA,54,1988,5,dominica,541988,4,14.02999973,161,0.75
DMA,54,1989,5,dominica,541989,4,14.71000004,161,0.75
DMA,54,1990,5,dominica,541990,4,16.01000023,165,0.75
DMA,54,1991,5,dominica,541991,4,17.03000069,177,0.75
DMA,54,1992,5,dominica,541992,4,17.67000008,181,0.75
DMA,54,1993,5,dominica,541993,4,17.88999939,186,0.75
DMA,54,1994,5,dominica,541994,4,18.28000069,187,0.75
DMA,54,1995,5,dominica,541995,4,18.73999977,187,0.75
DMA,54,1996,5,dominica,541996,15,19.5,187,0.75
DMA,54,1997,5,dominica,541997,15,18.89999962,187,0.75
DMA,54,1998,5,dominica,541998,15,18.29999924,187,0.75
DMA,54,1999,5,dominica,541999,15,17.70000076,190,0.75
DMA,54,2000,5,dominica,542000,15,17.10000038,191,
DMA,54,2001,5,dominica,542001,15,16.5,191,
DMA,54,2002,5,dominica,542002,15,15.89999962,192,
GRN,55,1974,5,grenada,551974,4,31.51000023,143,0.75
GRN,55,1975,5,grenada,551975,4,23.53000069,150,0.75
GRN,55,1976,5,grenada,551976,4,27.64999962,151,0.75
GRN,55,1977,5,grenada,551977,4,16.73999977,152,0.75
GRN,55,1978,5,grenada,551978,4,28.95999908,154,0.75
GRN,55,1979,5,grenada,551979,4,15.39000034,156,0.5
GRN,55,1980,5,grenada,551980,,,156,0.5
GRN,55,1981,5,grenada,551981,4,14.71000004,159,0.5
GRN,55,1982,5,grenada,551982,4,13.17000008,159,0.5
GRN,55,1983,5,grenada,551983,4,22.17000008,160,0.5
GRN,55,1984,5,grenada,551984,4,17.63999939,161,0.75
GRN,55,1985,5,grenada,551985,4,18.82999992,161,0.75
GRN,55,1986,5,grenada,551986,4,16.04999924,161,0.75
GRN,55,1987,5,grenada,551987,4,14.43000031,161,0.75
GRN,55,1988,5,grenada,551988,4,21.95000076,161,0.75
GRN,55,1989,5,grenada,551989,4,13.69999981,161,0.75
GRN,55,1990,5,grenada,551990,4,26.48999977,165,0.75
GRN,55,1991,5,grenada,551991,4,10.21000004,177,0.75
GRN,55,1992,5,grenada,551992,4,10.31000042,181,0.75
GRN,55,1993,5,grenada,551993,4,13.97000027,186,0.75
GRN,55,1994,5,grenada,551994,4,14.75,187,0.75
GRN,55,1995,5,grenada,551995,4,12.78999996,187,0.75
GRN,55,1996,5,grenada,551996,15,13.69999981,187,0.75
GRN,55,1997,5,grenada,551997,15,14.60000038,187,0.75
GRN,55,1998,5,grenada,551998,15,14.60000038,187,0.75
GRN,55,1999,5,grenada,551999,15,14.60000038,190,0.75
GRN,55,2000,5,grenada,552000,15,14.60000038,191,
GRN,55,2001,5,grenada,552001,15,14.60000038,191,
GRN,55,2002,5,grenada,552002,15,14.60000038,192,
SLU,56,1979,5,saint lucia,561979,18,33,156,0.5
SLU,56,1980,5,saint lucia,561980,4,25.70000076,156,0.5
SLU,56,1981,5,saint lucia,561981,4,23.65999985,159,0.5
SLU,56,1982,5,saint lucia,561982,4,23.32999992,159,0.5
SLU,56,1983,5,saint lucia,561983,4,26.17000008,160,0.5
SLU,56,1984,5,saint lucia,561984,4,17.32999992,161,0.5
SLU,56,1985,5,saint lucia,561985,4,23.87999916,161,0.5
SLU,56,1986,5,saint lucia,561986,4,20.76000023,161,0.5
SLU,56,1987,5,saint lucia,561987,4,20.25,161,0.5
SLU,56,1988,5,saint lucia,561988,4,18.64999962,161,0.5
SLU,56,1989,5,saint lucia,561989,4,16.10000038,161,0.5
SLU,56,1990,5,saint lucia,561990,4,19.79000092,165,0.5
SLU,56,1991,5,saint lucia,561991,4,19.07999992,177,0.5
SLU,56,1992,5,saint lucia,561992,4,19.20000076,181,0.5
SLU,56,1993,5,saint lucia,561993,4,18.70999908,186,0.5
SLU,56,1994,5,saint lucia,561994,4,18.39999962,187,0.5
SLU,56,1995,5,saint lucia,561995,4,18.12999916,187,0.5
SLU,56,1996,5,saint lucia,561996,15,17.60000038,187,0.5
SLU,56,1997,5,saint lucia,561997,15,17.10000038,187,0.5
SLU,56,1998,5,saint lucia,561998,15,16.60000038,187,0.5
SLU,56,1999,5,saint lucia,561999,15,16.10000038,190,0.5
SLU,56,2000,5,saint lucia,562000,15,15.60000038,191,
SLU,56,2001,5,saint lucia,562001,15,15.19999981,191,
SLU,56,2002,5,saint lucia,562002,15,14.80000019,192,
SVG,57,1979,5,saint vincent & grenadines,571979,19.10000038,38.09999847,156,0.75
SVG,57,1980,5,saint vincent & grenadines,571980,4,50.20000076,156,0.75
SVG,57,1981,5,saint vincent & grenadines,571981,4,50.43999863,159,0.75
SVG,57,1982,5,saint vincent & grenadines,571982,4,42.24000168,159,0.75
SVG,57,1983,5,saint vincent & grenadines,571983,4,33.86999893,160,0.75
SVG,57,1984,5,saint vincent & grenadines,571984,4,28.43000031,161,0.75
SVG,57,1985,5,saint vincent & grenadines,571985,4,23.72999954,161,0.75
SVG,57,1986,5,saint vincent & grenadines,571986,4,22.52000046,161,0.75
SVG,57,1987,5,saint vincent & grenadines,571987,4,23.26000023,161,0.75
SVG,57,1988,5,saint vincent & grenadines,571988,4,22.55999947,161,0.75
SVG,57,1989,5,saint vincent & grenadines,571989,4,21.46999931,161,0.75
SVG,57,1990,5,saint vincent & grenadines,571990,4,21.38999939,165,0.75
SVG,57,1991,5,saint vincent & grenadines,571991,4,22.79000092,177,0.75
SVG,57,1992,5,saint vincent & grenadines,571992,4,17.96999931,181,0.75
SVG,57,1993,5,saint vincent & grenadines,571993,4,18.10000038,186,0.75
SVG,57,1994,5,saint vincent & grenadines,571994,4,19.13999939,187,0.75
SVG,57,1995,5,saint vincent & grenadines,571995,4,19.79000092,187,0.75
SVG,57,1996,5,saint vincent & grenadines,571996,4,17.03000069,187,0.75
SVG,57,1997,5,saint vincent & grenadines,571997,4,18.95000076,187,0.75
SVG,57,1998,5,saint vincent & grenadines,571998,15,18.29999924,187,0.75
SVG,57,1999,5,saint vincent & grenadines,571999,15,17.70000076,190,0.75
SVG,57,2000,5,saint vincent & grenadines,572000,15,17.10000038,191,
SVG,57,2001,5,saint vincent & grenadines,572001,15,16.60000038,191,
SVG,57,2002,5,saint vincent & grenadines,572002,15,16.10000038,192,
AAB,58,1981,5,antigua & barbuda,581981,,,159,0.75
AAB,58,1982,5,antigua & barbuda,581982,,,159,0.75
AAB,58,1983,5,antigua & barbuda,581983,,,160,0.75
AAB,58,1984,5,antigua & barbuda,581984,,,161,0.75
AAB,58,1985,5,antigua & barbuda,581985,4,25.12000084,161,0.75
AAB,58,1986,5,antigua & barbuda,581986,4,23.36000061,161,0.75
AAB,58,1987,5,antigua & barbuda,581987,4,21.67000008,161,0.75
AAB,58,1988,5,antigua & barbuda,581988,4,21.69000053,161,0.75
AAB,58,1989,5,antigua & barbuda,581989,4,25.64999962,161,0.75
AAB,58,1990,5,antigua & barbuda,581990,4,27.15999985,165,0.75
AAB,58,1991,5,antigua & barbuda,581991,4,27.35000038,177,0.75
AAB,58,1992,5,antigua & barbuda,581992,4,27.44000053,181,0.75
AAB,58,1993,5,antigua & barbuda,581993,4,27.5,186,0.75
AAB,58,1994,5,antigua & barbuda,581994,4,27.43000031,187,0.75
AAB,58,1995,5,antigua & barbuda,581995,4,27.34000015,187,0.75
AAB,58,1996,5,antigua & barbuda,581996,,26.5,187,0.75
AAB,58,1997,5,antigua & barbuda,581997,15,25.60000038,187,0.75
AAB,58,1998,5,antigua & barbuda,581998,15,24.79999924,187,0.75
AAB,58,1999,5,antigua & barbuda,581999,15,23.89999962,190,0.75
AAB,58,2000,5,antigua & barbuda,582000,15,23.10000038,191,
AAB,58,2001,5,antigua & barbuda,582001,15,22.29999924,191,
AAB,58,2002,5,antigua & barbuda,582002,15,21.60000038,192,
SKN,60,1983,5,saint kitts-nevis,601983,19,17.29999924,160,0.75
SKN,60,1984,5,saint kitts-nevis,601984,,,161,0.75
SKN,60,1985,5,saint kitts-nevis,601985,4,29.09000015,161,0.75
SKN,60,1986,5,saint kitts-nevis,601986,4,39.40999985,161,0.75
SKN,60,1987,5,saint kitts-nevis,601987,4,31.54000092,161,0.75
SKN,60,1988,5,saint kitts-nevis,601988,4,24.15999985,161,0.75
SKN,60,1989,5,saint kitts-nevis,601989,4,22.88999939,161,0.75
SKN,60,1990,5,saint kitts-nevis,601990,4,19.55999947,165,0.75
SKN,60,1991,5,saint kitts-nevis,601991,4,16.05999947,177,0.75
SKN,60,1992,5,saint kitts-nevis,601992,4,15.44999981,181,0.75
SKN,60,1993,5,saint kitts-nevis,601993,4,22.18000031,186,0.75
SKN,60,1994,5,saint kitts-nevis,601994,4,24.72999954,187,0.75
SKN,60,1995,5,saint kitts-nevis,601995,4,21.23999977,187,0.75
SKN,60,1996,5,saint kitts-nevis,601996,15,24.60000038,187,0.75
SKN,60,1997,5,saint kitts-nevis,601997,15,22.70000076,187,0.75
SKN,60,1998,5,saint kitts-nevis,601998,15,20.70000076,187,0.75
